Nombre_jugador,Edad,xG,xA,xG_90,xA_90,Duelos/90,"Duelos ganados, %",Regates/90,duelos_exitosos,indice_ofensivo,titularidad_ratio,contribucion_90,indice_disponibilidad,valor_por_minuto,edad_categoria,posicion,contribucion_x_edad,xG_90_x_delantero,posicion_delanteros,posicion_extremos,posicion_mediocentros,edad_categoria_Prime,edad_categoria_Senior,edad_categoria_Veterano,eficiencia_goles,eficiencia_asist
Thiago Romero,19,4.332656081749641,8.981391573530512,0.4021494384955804,0.7005916383250256,6.166019554474772,46.89279484806519,3.1155719964017554,8.911864570248925,1.0963358185211198,0.395773041643273,0.4423697407875309,0.978214498699984,298.6788966353605,Prime,portero,8.405025074963087,0.0,0,0,0,1,0,0,10.773746441019231,12.819724190547324
Matheus Paredes,18,0.3516493547665423,8.882155600224662,0.9720466661466004,1.1512194949080965,19.615922114992497,47.69156075234683,1.1946322187339105,10.753111534276492,0.213001923510736,0.9651661476745615,1.2134598156367793,0.8247562822200472,1309.2174741329095,Prime,defensa,21.842276681462028,0.0,0,0,0,1,0,0,0.3617618032275704,7.7154318872386165
Matheus Pérez,28,1.168125127233714,7.820767903990476,0.2194864509912751,1.1563600237185554,19.793161167194043,41.63474465065916,2.665130458346679,13.91499133648214,0.2855085308544681,0.6122040410705689,0.6551628369167491,0.3910603680914423,1442.3038803251122,Veterano,mediocentros,18.344559433668977,0.0,0,0,1,0,0,1,5.322083080564043,6.763263813670163
Agustín Viña,22,0.411148938298669,6.456113296927449,0.1723544096360507,0.2443734163703056,15.472425710296177,46.75740252288658,2.896652446482136,10.90134088038758,0.4078862551460273,0.4295930501870337,0.2751954795324153,0.8307842371503158,160.01367516871989,Prime,defensa,6.054300549713137,0.0,0,0,0,1,0,0,2.3854854608412093,26.41904914544521
Mateo Smith,18,6.4004630715114255,0.9329856534509836,0.8438964841954071,1.3635740693513934,13.041445495161806,51.14361356127834,0.7332059157009211,3.135546600799658,0.2265322038738197,0.6793306631648507,1.4598334191830546,0.317210841521161,1878.803267863011,Juvenil,defensa,26.277001545294983,0.0,0,0,0,0,0,0,7.58441727318463,0.6842207360945003
Gabriel Johnson,17,3.212124212655634,1.7001242695366765,0.856889170254149,0.8073533214269999,9.642914244294916,47.08041937106987,2.0147192518726427,9.068037042335384,0.3814354350897973,0.911062085113486,1.3489216504524535,0.315486486070298,198.7454389377976,Prime,defensa,22.93166805769171,0.0,0,0,0,1,0,0,3.7485877102437115,2.1057995606331326
Matías Bentancur,28,5.134849842530557,8.995686466418084,0.992401862097489,1.2570404525508383,17.20692529560423,43.548101350282224,1.104866046225384,9.494010649359982,0.7830415609696921,0.8125574204866928,1.406077968153777,0.5265271534046788,1128.4630370720338,Veterano,portero,39.37018310830575,0.0,0,0,0,0,0,1,5.17416385301596,7.156242623826199
Lautaro Davis,28,9.08490809186832,6.10364769062994,1.1165278672117265,0.5480694414428564,15.270967588308189,44.82543484402403,0.7851873671274548,6.937829398233404,0.621424550592498,0.8645928035030148,1.493380169440366,0.642050233283266,1447.214986956741,Prime,defensa,41.814644744330245,0.0,0,0,0,1,0,0,8.13674997163824,11.136632019769939
Enzo Montiel,33,2.567993068573862,0.1910508110046335,1.4661929112475485,1.3537325198946806,7.439254090173369,58.43115072130903,4.954821045754754,11.31021929874612,1.0926717110769748,0.7611483566975021,0.4260638239853335,0.8392851924654552,1754.8413351175627,Juvenil,portero,14.060106191516006,0.0,0,0,0,0,0,0,1.751470116158738,0.14112892184897582
Tyler Bentancur,26,4.162790938052734,1.104568274373718,0.8228204876216734,0.6448823502278282,18.66390776740764,48.2533487362317,1.9505923023862533,14.081138206766209,1.017443561738441,0.7845935951624967,0.7151146245734563,0.7783067636245535,1456.765171051613,Juvenil,extremos,18.592980238909863,0.0,0,1,0,0,0,0,5.0591726879396255,1.7128213758424136
Nicolás Souza,32,7.579956271576182,6.668667514169752,0.5521390621177443,0.1151727120724177,17.338058643847535,54.57079444192302,4.144435006345857,13.957959180694868,0.5418173516978759,0.8944369560957235,1.1857100184153186,0.6121318944637237,1623.2833578326045,Juvenil,mediocentros,37.9427205892902,0.0,0,0,1,0,0,0,13.728346338154475,57.901454208846474
Sebastián Davis,31,2.3651018383670626,0.150109680077565,1.2132606726761852,1.367534766986969,19.24699869937886,60.13669083419428,1.645882946436937,7.3117511996578495,0.4594234334312925,0.4747676062014301,1.10482680346993,0.4915386663971661,744.9553658313315,Veterano,portero,34.24963090756783,0.0,0,0,0,0,0,1,1.9493764956134034,0.10976662802386754
Agustín Baker,31,0.8621011073050506,1.6919997090332368,0.4791651517669039,0.2278013475005869,15.8857926258254,67.61579314517462,3.566762250007682,2.5853326417705738,0.579692408167267,0.6425974745501983,0.4000646782418116,0.9979871501103978,1648.1677161183732,Veterano,extremos,12.40200502549616,0.0,0,1,0,0,0,1,1.7991732164287917,7.4275228289809725
Agustín Baker,35,2.9685393838463034,5.532464514729202,0.7145599889878905,0.5470390926265808,14.201227939036848,41.57248559364396,3.9210253695035897,14.787776785472683,0.7902949425148078,0.4548466092737215,1.2605830624878032,0.598326911565181,252.2182081308828,Senior,portero,44.12040718707311,0.0,0,0,0,0,1,0,4.154359927220345,10.113471942499304
Bruno Moreno,28,1.696090743814644,6.949762457157664,0.2098389338791723,1.4300867538711268,11.273645544359283,71.9764159563617,3.1803743327353,12.744573210243075,0.4680636408228762,0.9913676055976528,0.4917727433876588,0.6159709170307728,1800.1516465150023,Veterano,portero,13.769636814854447,0.0,0,0,0,0,0,1,8.082821964732592,4.859678923915092
Logan Paredes,36,9.304006758191472,6.554416469075745,0.1354910407816405,1.4308500057125786,18.9909272503102,65.11601557963631,2.6220928484757127,2.745277536845736,0.824148907849134,0.9608415377806292,0.49096289926941,0.4145366748341684,1140.425514692099,Juvenil,mediocentros,17.67466437369876,0.0,0,0,1,0,0,0,68.66879687776519,4.580785157708809
Carlos Brown,19,8.100391757687728,2.320266163659542,1.447707780549095,0.9028130433726004,17.990958342506126,43.27036127795488,2.3532841136627085,13.891786356643212,0.6094116521912405,0.3275987679579541,0.8980667497614376,0.8563666841249504,1652.865762928738,Juvenil,delanteros,17.063268245467317,1.447707780549095,1,0,0,0,0,0,5.595322389312133,2.570040586688715
Matías Pereira,21,6.3706971894531925,7.150574291340605,1.270372168717088,0.9845720970377188,5.678280051592841,74.94314496427108,2.069907199443479,13.178549068869795,0.7520471808519802,0.7939026207609818,0.970821915294214,0.785577558047042,959.4047405847704,Veterano,delanteros,20.387260221178497,1.270372168717088,1,0,0,0,0,1,5.014827423279255,7.262621308134297
Facundo Souza,35,8.727459842858405,2.4487659662183208,1.074363888531177,0.7278237307696476,5.39550461745878,76.83489602127253,4.682881149115216,8.263732799765009,0.6361265291353166,0.947673822190966,0.9541120701891546,0.4545387289521322,1322.7976208733974,Prime,portero,33.39392245662041,0.0,0,0,0,1,0,0,8.123374152858212,3.3645041549123964
Matías Álvarez,23,8.056353561301233,3.321457011776751,0.6725341221799778,0.5104950803772903,10.646950503170745,42.44311839419455,4.237787335044781,9.277856100429007,0.4944657595419177,0.4264027415891335,0.3189328886170813,0.3576667319310899,1100.1650557786152,Veterano,defensa,7.335456438192871,0.0,0,0,0,0,0,1,11.979100086679708,6.506344800271082
Gabriel Smith,25,1.947043582971755,7.490264910668439,0.3426120480991841,0.5601303635178824,17.158299961727494,51.07510592588815,4.842621097999307,6.586037854181823,1.1484533069621568,0.6975616613868406,1.3406991214194943,0.7763495114522991,1490.0200913351305,Veterano,extremos,33.517478035487365,0.0,0,1,0,0,0,1,5.682939621574831,13.37236007636874
Andrés Moreno,23,8.93633408505078,6.531365700567425,0.3190118597395204,1.041525838507854,19.809141939724167,72.24805119172245,1.0593375056849512,1.7666629435084389,0.9636057941597608,0.9408418083116292,0.5452800553653179,0.7581578499967947,255.0969658581202,Juvenil,defensa,12.541441273402311,0.0,0,0,0,0,0,0,28.012545026844695,6.2709588750333936
Gabriel Montiel,34,5.439488194964942,8.507311763892362,0.4503400574304335,1.153324341212752,7.256253366552922,69.93038761534633,3.788903638416399,5.692761383042613,0.3401131757664525,0.3237621850100591,0.3683693976676454,0.4912816688987464,214.6689595820712,Senior,defensa,12.524559520699944,0.0,0,0,0,0,1,0,12.078623931439209,7.376339386842986
Facundo Baker,20,8.09365753612422,6.610367633773399,0.8689173305885686,1.208210661216188,13.911960730282027,47.38084077425509,4.72253205569467,12.23994828037216,1.0684679758979128,0.7881941870727879,1.3553725038296704,0.9656044935752872,569.4961446192783,Juvenil,portero,27.10745007659341,0.0,0,0,0,0,0,0,9.314646228360886,5.471204522495594
Carlos Davis,30,8.971303869242583,5.726255173021169,1.1004342917800871,1.2054653999123754,10.713362849465325,48.37397293346841,1.3155487977454707,1.06484832206444,0.6874311982495136,0.5081443051607855,1.4423469476986794,0.4057405242466301,403.13489221505785,Senior,portero,43.27040843096038,0.0,0,0,0,0,1,0,8.15251209114031,4.7502443234267915
Sebastián Silva,34,3.2482344022214527,1.0273802014981157,1.0242763274048237,0.2276885442681665,19.54871596721905,54.81888411165528,0.7992332031504987,5.6689884036760185,1.0945522268940917,0.9470773367635712,1.3207659024450855,0.6026343607298212,1756.3887765251832,Juvenil,portero,44.90604068313292,0.0,0,0,0,0,0,0,3.1712481439958697,4.512217357268929
Ethan Baker,25,1.189514052824,3.740386450288392,0.4919074557243199,0.792188426583614,17.631783847035628,59.38091940764085,3.8350429218052655,6.574361710273206,0.9998552559473152,0.9797407716157572,1.2523708971423415,0.9605311441173192,516.5065759802842,Veterano,portero,31.309272428558536,0.0,0,0,0,0,0,1,2.418166342025603,4.721586840670161
Diego Viña,18,2.356558109165223,2.7255034400490823,1.4368113929284718,0.180582264023302,17.574930570667068,64.73019086121184,3.0851290093096035,8.52353844113092,0.6252135044692335,0.9609865423794036,1.0518145748307284,0.5938091218482856,1954.1439860563491,Juvenil,delanteros,18.932662346953112,1.4368113929284718,1,0,0,0,0,0,1.6401304449306648,15.092863381629707
Tyler Montiel,36,4.328367107399937,2.5154974694529275,1.133055683374076,0.8693404352532297,12.030397396924554,54.75654558279089,4.288229495412224,13.877978629778646,0.2224693083201174,0.6319499516602246,0.9161145817918812,0.7469681633648598,740.102004365103,Juvenil,portero,32.98012494450772,0.0,0,0,0,0,0,0,3.8200833118021933,2.8935700761695156
Sebastián Smith,31,8.198346182632681,9.732804492049212,0.8760956735159608,0.7181427019227278,11.222292535064977,58.50138864532592,1.1289756948183027,5.848843921123457,0.4686773593849461,0.9034298556925192,0.3130827878848332,0.578316078573956,446.02403980852864,Juvenil,delanteros,9.70556642442983,0.8760956735159608,1,0,0,0,0,0,9.35782064729409,13.552744414154699
Juan Torreira,23,8.6212327742378,3.991667474200928,0.9564090447280932,1.3427858558616197,9.101106078960594,69.89883752535026,4.078702903369505,5.857344826547188,0.741634214660867,0.8911845789745492,0.7309891769919084,0.491950641644069,1600.4271635707105,Veterano,delanteros,16.812751070813892,0.9564090447280932,1,0,0,0,0,1,9.01416901247396,2.9726761395171324
Carlos Gómez,28,0.1688260922587879,8.931260896253422,0.6874400873989058,0.5912810175729102,5.845632449763906,41.46732811562392,1.4073229402148504,11.325017473536477,0.8334782198261472,0.5233703312702789,0.6844950721160081,0.9887843535718795,1351.5447734516647,Veterano,portero,19.165862019248227,0.0,0,0,0,0,0,1,0.24558662689803534,15.104934254298326
Tyler Fernández,24,5.1563982955179,6.348272397372902,0.4468233853016204,0.2638938229986481,17.9708356438258,50.09747777376083,1.2364517428956705,7.3310511724573,0.4578876854332023,0.8802408319054742,0.537679918888424,0.5865338044205302,1046.571861260964,Veterano,mediocentros,12.904318053322177,0.0,0,0,1,0,0,1,11.540126289578962,24.056161395658826
Diego Cáceres,31,4.232368931172912,7.968631905062319,0.5983617501117662,0.3001883548739702,17.193515136951163,68.5339834353821,1.239196090689468,4.144467521159747,0.3393560740728241,0.3259053443008448,1.1404461477951604,0.925869442575394,1155.1907467814997,Veterano,extremos,35.35383058164997,0.0,0,1,0,0,0,1,7.0732611674833175,26.54543980697664
João Silva,19,2.2988673236602297,5.076107221741402,1.1609845546501167,1.166114884404461,19.99576509929196,75.80827350748797,4.16558624104122,7.334153225857707,1.0349302367992992,0.7173889149374371,0.844638455602402,0.4609682241237603,1466.483378717301,Senior,defensa,16.04813065644564,0.0,0,0,0,0,1,0,1.9801015564354636,4.3530078293561845
Lucas Martínez,30,1.28666713660346,5.811348457800955,0.1201508840816582,0.9655052886427654,19.94955255610858,60.46709768462664,3.4933874931329005,2.971998285317198,1.184402180703552,0.4610061861013921,0.3053600806799423,0.4491732928175583,534.0640085294676,Senior,delanteros,9.160802420398271,0.1201508840816582,1,0,0,0,1,0,10.708761291585686,6.018971129583465
Agustín Fernández,33,3.442390196895917,4.975925168806753,0.2625016967096827,0.2415717465719063,13.331475584039412,61.284539410612624,2.853794411461037,3.4694178110871263,0.7256901823026858,0.3843968200440951,0.4862381625347547,0.3217938580191579,1993.0344405078097,Prime,extremos,16.04585936364691,0.0,0,1,0,1,0,0,13.11378265376728,20.59812556484381
Matías Torreira,20,9.43480606873394,2.0329055792006407,0.1644036988304538,0.2177495285609963,16.534811227707657,44.28688045359104,2.114737178555761,7.977148818352717,0.3716792858483035,0.3538672411404464,1.0882363927574747,0.7561667777631195,1952.107008078888,Veterano,mediocentros,21.76472785514949,0.0,0,0,1,0,0,1,57.38804014661412,9.335981540971192
Lautaro Gómez,34,3.299709027005477,7.252275941088903,0.1570203232465581,1.081356784042768,19.17148594823642,57.89649467293819,4.447402433658987,6.864956293063671,0.4723073265193689,0.7874021431146978,0.2989701173373902,0.5579684406066328,1335.61880405918,Senior,defensa,10.164983989471269,0.0,0,0,0,0,1,0,21.01453467156715,6.70664488178961
Enzo Montiel,24,5.2360271552593245,2.8796463881644727,1.29764481761541,0.2018682089098709,17.74471086016117,61.304690658200926,2.26600298340186,13.8078426149534,0.2183906765474667,0.5379124746376462,1.3065689882633993,0.905050774887746,479.13065676537576,Juvenil,defensa,31.35765571832158,0.0,0,0,0,0,0,0,4.0350233624646235,14.264982107460828
Matías Martínez,20,7.059887693062261,0.340728067671393,1.085121003132033,1.2506040830064986,8.710221526147965,49.69882014538919,4.174697477622097,6.073514587632864,1.114298806560499,0.807336740070133,0.8436904851181666,0.63124693468409,1392.4336606194536,Veterano,delanteros,16.87380970236333,1.085121003132033,1,0,0,0,0,1,6.506083351704549,0.27245078782428894
Johan De la Cruz,18,3.6999330635550103,6.490175729480962,0.7638433607222552,1.0887391180190946,11.758162029651402,50.76972923797524,2.476107088565983,9.128236903892608,0.3177510828901411,0.3457494385592596,0.8247625505246425,0.9777353995403052,237.1769770604341,Prime,portero,14.845725909443566,0.0,0,0,0,1,0,0,4.843837432921487,5.9611853951656535
Enzo Souza,22,9.72064261893751,1.8533957261297849,0.236967824911402,0.2138882928986596,6.937391227272425,55.091366524184906,2.1962499324120843,9.851700030873426,0.7765164755142535,0.5207032364814272,0.9701301200573728,0.4298678609921847,158.23975419103152,Prime,mediocentros,21.342862641262204,0.0,0,0,1,1,0,0,41.02093869736064,8.66525091678545
Lucas Baker,26,9.628228219926902,9.410539985093852,0.7882622251635653,0.2187727997192686,19.310765408880837,40.802847911109055,2.582059035513229,1.183322392236671,0.474055220687206,0.677643904662736,1.2720852557026938,0.9080362175689276,589.5974881713059,Prime,delanteros,33.07421664827004,0.7882622251635653,1,0,0,1,0,0,12.214499074757812,43.01512801028989
Sebastián Álvarez,20,2.592644728671105,9.543892912325616,0.7628604790927919,1.4812954099016455,14.0926195167632,52.88316662332713,1.8562004337386395,10.289523208233948,0.7541780025157934,0.8535062153872743,0.652151970272851,0.8436177969542191,978.983617804701,Juvenil,mediocentros,13.04303940545702,0.0,0,0,1,0,0,0,3.3985830957638905,6.442936937851787
Ethan Pereira,34,5.022760208334616,9.15715746318244,0.3424826178740212,0.6239791140585684,8.42964208255194,48.45792027986178,3.86424221079313,3.49250353617652,0.8514203883518643,0.523126752052449,1.0814209983267826,0.8396452912508363,1749.717760275923,Senior,portero,36.76831394311061,0.0,0,0,0,0,1,0,14.66573760593651,14.675423033987839
Ethan Davis,28,3.07869526718602,3.7645711325289,0.7073923089331622,0.6188990058936472,15.075510266087852,53.09989408711658,2.762241755416156,14.454984444572371,1.0297418037072017,0.7381239635059063,0.9354515531945284,0.8913482596818214,1481.6212325559852,Juvenil,portero,26.192643489446795,0.0,0,0,0,0,0,0,4.352175205055714,6.082690546728412
Lautaro Romero,18,2.9199208943369297,0.2530205036357875,0.6579066281563227,1.2379193941605036,14.271923606868436,44.79048527277005,1.5449571281606778,3.0812781885435814,0.4064212717606032,0.9201844237653308,0.5471367512202477,0.8327167936600992,1511.142390279964,Veterano,delanteros,9.84846152196446,0.6579066281563227,1,0,0,0,0,1,4.438199539833695,0.20439174378342592
Juan Torreira,26,0.4651807788098747,9.29035376961848,0.962190137273103,1.4261480083374023,10.372440770492608,75.6210912295958,4.548085579735558,6.804737732178332,0.2109958286584805,0.7311042317276132,1.3422189822617054,0.7383542251419908,908.4373354513432,Prime,portero,34.89769353880434,0.0,0,0,0,1,0,0,0.4834603482095766,6.514298456616111
Facundo Silva,20,6.134686906400979,4.339023068341412,0.9891311112147012,1.4804014893520192,6.703363882994435,63.743698142161946,2.2275104961794514,2.194895353101014,0.3368856300688073,0.4630716323275436,1.2366538280890065,0.3918714143776712,757.2764858392295,Juvenil,extremos,24.73307656178013,0.0,0,1,0,0,0,0,6.202096806830071,2.930977237965782
Lucas Rodríguez,30,5.076522329965728,9.66988270853233,0.1634256136808623,1.1547294593625184,15.073597933891994,67.16409276577959,2.945987875012949,14.956239525843262,1.100018641848105,0.3170805470895766,1.0559873850559531,0.3227683256438763,804.9736496707451,Juvenil,defensa,31.679621551678597,0.0,0,0,0,0,0,0,31.063198819489617,8.37415433557112
Matías Paredes,32,0.6096396373748946,9.639837773183602,0.6244576604770596,0.626763419743282,12.8046155135569,71.56684954429353,4.579124499340462,8.030730144637396,1.0738900775625153,0.9090692117306508,1.3057562478225144,0.9445934934709808,1976.53417109851,Senior,delanteros,41.78419993032046,0.6244576604770596,1,0,0,0,1,0,0.9762705719858658,15.38034522999446
Facundo Johnson,31,2.8585999959424533,8.544793609126865,0.9762038819999308,0.2169010033781362,16.58477587603459,59.93768795716229,3.3090709816129644,9.335390242480614,0.7974131021703084,0.314888587595271,1.3274824612477432,0.7316552201645166,176.2074636837167,Senior,mediocentros,41.15195629868004,0.0,0,0,1,0,1,0,2.9282817336129545,39.39490125008886
Gabriel Cáceres,24,9.09183227106987,3.0150440314888987,0.8043907620121227,1.1880056822984115,12.8024525166799,43.47681152349695,1.0260411831876384,1.9390706834379847,0.8005168604336534,0.9122911708789396,1.1208718697295452,0.8575761036833234,1747.3598426326523,Prime,extremos,26.900924873509084,0.0,0,1,0,1,0,0,11.302755700882665,2.537903712426486
Lucas Moreno,30,2.471662717603027,3.912467513159061,1.2990857776636513,0.881765949630127,17.7827225047781,61.48426167274191,4.729244556260638,11.499446585588489,0.8650366745462554,0.6702559938190484,1.2881173268727737,0.637065646058785,1199.4832762875476,Juvenil,delanteros,38.643519806183214,1.2990857776636513,1,0,0,0,0,0,1.902617025065276,4.437081648253959
Lautaro Martínez,24,1.5344592337031089,8.526253048016883,1.022171084266523,0.6939108129457667,13.278602581617283,63.47364472083517,3.3246862388213803,3.9386783033382007,0.3753712786234496,0.9573473889590274,1.1067129001700688,0.3821157322736761,933.369296460222,Juvenil,portero,26.56110960408165,0.0,0,0,0,0,0,0,1.5011765225233185,12.287246269908264
Andrés Álvarez,32,4.945582326747874,3.237527851047149,0.3281081979140016,1.3688961391326304,13.414069573030794,69.81757896737321,2.007075265956888,13.572760052169992,1.1144119459249595,0.8591482650415658,1.0841830032883906,0.3876300545417853,1477.9895547887593,Senior,portero,34.6938561052285,0.0,0,0,0,0,1,0,15.073022735153145,2.3650646374812148
Johan Gómez,29,9.857939495694946,1.7779781921923157,0.1987962463606017,0.2556764752286118,18.14980403987517,57.26638184918718,1.1267243269852427,3.871954966748101,0.6187705248920732,0.9985538773733362,1.0041947916797396,0.7798957010602798,1024.6709887069355,Juvenil,portero,29.12164895871245,0.0,0,0,0,0,0,0,49.58815710138396,6.9540155800511
Tyler Oliveira,34,2.4963471879638544,5.612332498337667,0.9993869894888416,0.7896751460072028,11.052242993185956,45.10321211182255,4.073113351716332,3.669628089291332,0.5831385282494974,0.5454982708161971,1.1785316314249337,0.6012141264296238,1759.5041523551552,Juvenil,portero,40.07007546844775,0.0,0,0,0,0,0,0,2.4978784136870402,7.107140862562332
Agustín Smith,31,6.754141919318197,9.367932264191731,0.1371158347582705,0.1158951026743867,7.01022842675961,51.35103623194898,3.2903274016783106,1.5116953498733283,0.7189177052828375,0.8370318022517889,0.4061866368809958,0.4403673086902356,1811.333541621391,Juvenil,mediocentros,12.59178574331087,0.0,0,0,1,0,0,0,49.25865733323557,80.83113132494842
Carlos Davis,29,7.640034191754304,6.990694987082232,0.9200858137828486,0.7561248987917767,5.431740144700084,54.5232918559454,2.900574913893447,7.60893723153999,0.246965966775055,0.5813516395264695,1.345131986958607,0.6441161827190058,901.2697610595652,Senior,extremos,39.0088276217996,0.0,0,1,0,0,1,0,8.303610464705464,9.245423604291789
Michael Montiel,25,2.452611685524757,5.743605583884713,1.4163223379949406,0.1788245859545723,16.327058835104285,65.83668965326405,4.5225166237293095,8.90777586567663,0.3662833687560794,0.6359129342127361,1.3333965860688015,0.3449462559525938,625.972814746598,Prime,defensa,33.33491465172004,0.0,0,0,0,1,0,0,1.731676200911207,32.11865724852728
Gabriel Johnson,31,7.309341851257409,1.0620472883306085,0.9056638490262304,0.2663450827753006,14.30464327030197,62.83113218675648,4.048687450510388,1.9199209519969327,0.9380336164263704,0.739253824252859,0.2380214679449269,0.7073799813400792,1225.4656243273882,Veterano,mediocentros,7.378665506292734,0.0,0,0,1,0,0,1,8.070700690014746,3.987485998480378
Thiago Romero,29,3.7410530139206073,6.18857154432178,0.6434378966891307,0.2645367454879468,15.561196521488354,54.243869035913846,1.1825369587973804,11.857386633730147,0.2827986679251265,0.911573979930437,1.2735617757341915,0.4882953831045683,1833.4903566717128,Prime,mediocentros,36.93329149629155,0.0,0,0,1,1,0,0,5.814163314238316,23.393995918815566
Lucas Davis,17,6.359827722876437,9.901533116032208,1.0006035058192944,1.008894422962489,8.194462422633661,79.46060995171919,1.902749305079967,7.346043686472386,0.8031521094663883,0.9888584284395066,0.3675308277154787,0.8582913704460318,500.2581591107665,Veterano,defensa,6.2480240711631385,0.0,0,0,0,0,0,1,6.355991844810706,9.81424110459212
Lucas Álvarez,23,6.371944136532857,1.486831750841588,0.7415540466881232,1.1444628309715927,7.045572133801547,64.23099277427548,1.618201129165096,8.34146377058612,0.4453491096813209,0.8377913897051628,0.6356545105368845,0.5172533712465016,1283.6365087706172,Juvenil,defensa,14.620053742348343,0.0,0,0,0,0,0,0,8.592690128239187,1.2991525024708237
Bruno Pereira,25,5.4041693723401085,5.231463558400994,0.8638635050423088,0.9167162711360234,5.218169985018229,49.48907166943978,3.847758316577046,7.170678457135194,0.5892956140419765,0.5924367475171336,1.16656073317909,0.6186541043572609,1299.964418175789,Prime,portero,29.16401832947725,0.0,0,0,0,1,0,0,6.255813957640719,5.706742340155041
Michael Montiel,17,0.9938687235386422,8.785993412086759,1.4180507322871352,1.447041567864359,10.258813382098957,44.07129890481615,0.6508959563110073,6.610682852254564,0.4886937367706999,0.5949499015939491,0.4089878648628007,0.3081343779356704,1492.914742589034,Veterano,mediocentros,6.952793702667612,0.0,0,0,1,0,0,1,0.7008696521990144,6.071693866440698
